考试ID,考试开始时间,考试类型,学科ID,学期ID
125205,2015/3/23 0:00,7,8,5
119975,2014/1/18 0:00,3,6,8
127561,2015/11/2 0:00,2,2,4
119160,2013/12/15 0:00,18,12,8
122117,2014/6/20 0:00,3,2,9
123487,2014/11/17 0:00,2,3,3
123626,2014/11/17 0:00,2,2,3
119351,2014/1/18 0:00,9,3,8
120301,2014/1/18 0:00,3,3,8
119459,2014/1/18 0:00,5,3,8
123666,2014/11/17 0:00,2,17,3
122489,2014/6/20 0:00,5,1,9
122096,2014/6/20 0:00,3,4,9
119443,2014/1/18 0:00,5,4,8
119458,2014/1/18 0:00,5,3,8
120338,2014/3/18 0:00,7,6,9
120116,2014/1/18 0:00,3,5,8
120057,2014/1/18 0:00,3,17,8
122255,2014/6/20 0:00,5,3,9
123583,2014/11/17 0:00,2,7,3
119018,2013/12/15 0:00,18,12,8
119327,2014/1/18 0:00,9,5,8
119981,2014/1/18 0:00,3,6,8
123584,2014/11/17 0:00,2,7,3
122253,2014/6/20 0:00,5,3,9
122264,2014/6/20 0:00,5,3,9
119507,2014/1/18 0:00,5,17,8
119502,2014/1/18 0:00,5,17,8
120407,2014/3/18 0:00,7,5,9
120393,2014/3/18 0:00,7,5,9
122486,2014/6/20 0:00,5,2,9
121983,2014/6/20 0:00,3,1,9
120005,2014/1/18 0:00,3,3,8
119455,2014/1/18 0:00,5,3,8
119977,2014/1/18 0:00,3,6,8
123765,2014/11/17 0:00,2,1,3
119978,2014/1/18 0:00,3,6,8
123473,2014/11/17 0:00,2,5,3
125275,2015/3/23 0:00,7,57,5
119431,2014/1/18 0:00,5,6,8
119703,2014/1/18 0:00,5,7,8
123577,2014/11/17 0:00,2,8,3
125188,2015/1/31 0:00,5,6,3
124798,2015/1/31 0:00,3,17,3
122263,2014/6/20 0:00,5,3,9
122130,2014/6/20 0:00,3,1,9
123578,2014/11/17 0:00,2,8,3
123500,2014/11/17 0:00,2,2,3
119357,2014/1/18 0:00,9,2,8
119405,2014/1/18 0:00,5,17,8
124670,2015/1/31 0:00,5,17,3
124672,2015/1/31 0:00,5,17,3
123732,2014/11/17 0:00,2,5,3
123862,2014/11/27 0:00,9,2,3
119705,2014/1/18 0:00,5,7,8
125165,2015/1/31 0:00,3,1,3
122132,2014/6/20 0:00,3,1,9
119425,2014/1/18 0:00,5,6,8
119323,2014/1/18 0:00,9,6,8
124459,2015/1/31 0:00,5,5,3
124767,2015/1/31 0:00,5,2,3
124796,2015/1/31 0:00,3,17,3
120169,2014/1/18 0:00,3,1,8
120007,2014/1/18 0:00,3,3,8
125203,2015/3/23 0:00,7,17,5
125246,2015/3/23 0:00,7,3,5
122066,2014/6/20 0:00,3,8,9
122093,2014/6/20 0:00,3,4,9
120342,2014/3/18 0:00,7,3,9
120414,2014/3/18 0:00,7,57,9
122272,2014/6/20 0:00,5,2,9
120280,2014/1/18 0:00,3,5,8
119043,2013/12/15 0:00,18,9,8
125248,2015/3/23 0:00,7,3,5
125247,2015/3/23 0:00,7,3,5
120351,2014/3/18 0:00,7,5,9
120372,2014/3/18 0:00,7,5,9
120015,2014/1/18 0:00,3,2,8
124894,2015/1/31 0:00,3,2,3
120379,2014/3/18 0:00,7,5,9
119320,2014/1/18 0:00,9,6,8
119324,2014/1/18 0:00,9,6,8
120053,2014/1/18 0:00,3,17,8
119503,2014/1/18 0:00,5,17,8
124618,2015/1/31 0:00,5,4,3
124858,2015/1/31 0:00,3,5,3
124766,2015/1/31 0:00,5,2,3
123832,2014/11/27 0:00,9,5,3
122217,2014/6/20 0:00,5,8,9
119371,2014/1/18 0:00,9,1,8
120113,2014/1/18 0:00,3,6,8
120059,2014/1/18 0:00,3,17,8
120052,2014/1/18 0:00,3,17,8
122218,2014/6/20 0:00,5,8,9
122099,2014/6/20 0:00,3,4,9
124671,2015/1/31 0:00,5,17,3
122244,2014/6/20 0:00,5,4,9
124452,2015/1/31 0:00,5,6,3
124769,2015/1/31 0:00,5,2,3
119566,2014/1/18 0:00,5,5,8
124315,2015/1/12 0:00,18,11,3
123944,2014/12/15 0:00,6,5,3
122276,2014/6/20 0:00,5,2,9
121441,2014/6/23 0:00,5,12,9
120030,2014/1/18 0:00,3,1,8
120337,2014/3/18 0:00,7,5,9
124158,2015/1/12 0:00,18,11,3
120036,2014/1/18 0:00,3,1,8
120328,2014/3/18 0:00,7,3,9
120391,2014/3/18 0:00,7,3,9
120279,2014/1/18 0:00,3,5,8
124173,2015/1/12 0:00,18,9,3
123740,2014/11/17 0:00,2,4,3
119340,2014/1/18 0:00,9,4,8
119330,2014/1/18 0:00,9,5,8
125118,2015/1/31 0:00,3,5,3
125124,2015/1/31 0:00,3,5,3
122121,2014/6/20 0:00,3,2,9
122270,2014/6/20 0:00,5,2,9
119460,2014/1/18 0:00,5,3,8
124449,2015/1/31 0:00,5,6,3
120105,2014/1/18 0:00,3,6,8
120109,2014/1/18 0:00,3,6,8
122094,2014/6/20 0:00,3,4,9
122102,2014/6/20 0:00,3,3,9
120400,2014/3/18 0:00,7,5,9
119161,2013/12/15 0:00,18,12,8
119178,2013/12/15 0:00,18,9,8
119181,2013/12/15 0:00,18,9,8
120344,2014/3/18 0:00,7,8,9
120364,2014/3/18 0:00,7,7,9
122247,2014/6/20 0:00,5,4,9
122470,2014/6/20 0:00,5,13,9
119182,2013/12/15 0:00,18,9,8
119156,2013/12/15 0:00,18,12,8
119563,2014/1/18 0:00,5,6,8
119509,2014/1/18 0:00,5,17,8
120343,2014/3/18 0:00,7,7,9
124838,2015/1/31 0:00,3,8,3
123715,2014/11/17 0:00,2,6,3
122067,2014/6/20 0:00,3,8,9
120357,2014/3/18 0:00,7,7,9
120392,2014/3/18 0:00,7,4,9
125285,2015/3/23 0:00,7,57,5
119157,2013/12/15 0:00,18,12,8
118904,2013/12/15 0:00,18,9,8
120055,2014/1/18 0:00,3,17,8
119752,2014/1/18 0:00,5,3,8
123538,2014/11/17 0:00,2,17,3
123971,2014/12/15 0:00,6,2,3
123994,2014/12/15 0:00,6,57,3
120329,2014/3/18 0:00,7,4,9
119168,2013/12/15 0:00,18,11,8
118908,2013/12/15 0:00,18,9,8
123659,2014/11/17 0:00,2,17,3
120385,2014/3/18 0:00,7,4,9
122085,2014/6/20 0:00,3,5,9
122250,2014/6/20 0:00,5,4,9
123587,2014/11/17 0:00,2,7,3
120346,2014/3/18 0:00,7,17,9
120386,2014/3/18 0:00,7,5,9
121440,2014/6/23 0:00,5,12,9
121965,2014/6/20 0:00,3,13,9
125219,2015/3/23 0:00,7,5,5
125225,2015/3/23 0:00,7,5,5
125243,2015/3/23 0:00,7,3,5
119180,2013/12/15 0:00,18,9,8
120465,2014/4/16 0:00,9,5,9
124895,2015/1/31 0:00,3,2,3
125220,2015/3/23 0:00,7,5,5
122119,2014/6/20 0:00,3,2,9
120370,2014/3/18 0:00,7,3,9
125146,2015/1/31 0:00,3,3,3
122113,2014/6/20 0:00,3,3,9
122485,2014/6/20 0:00,5,3,9
120331,2014/3/18 0:00,7,6,9
120384,2014/3/18 0:00,7,3,9
120349,2014/3/18 0:00,7,3,9
119038,2013/12/15 0:00,18,9,8
119175,2013/12/15 0:00,18,9,8
118907,2013/12/15 0:00,18,9,8
118906,2013/12/15 0:00,18,9,8
123609,2014/11/17 0:00,2,4,3
124505,2015/1/31 0:00,5,1,3
125161,2015/1/31 0:00,3,1,3
125250,2015/3/23 0:00,7,3,5
125283,2015/3/23 0:00,7,57,5
119153,2013/12/15 0:00,18,12,8
119035,2013/12/15 0:00,18,9,8
122082,2014/6/20 0:00,3,5,9
123929,2014/12/15 0:00,6,6,3
123950,2014/12/15 0:00,6,4,3
122449,2014/6/23 0:00,5,12,9
125249,2015/3/23 0:00,7,3,5
124770,2015/1/31 0:00,5,2,3
125010,2015/1/31 0:00,3,4,3
120299,2014/1/18 0:00,3,3,8
119348,2014/1/18 0:00,9,3,8
121547,2014/6/23 0:00,5,12,9
125282,2015/3/23 0:00,7,57,5
123733,2014/11/17 0:00,2,5,3
120356,2014/3/18 0:00,7,3,9
119170,2013/12/15 0:00,18,11,8
119037,2013/12/15 0:00,18,9,8
118912,2013/12/15 0:00,18,9,8
123464,2014/11/17 0:00,2,6,3
122114,2014/6/20 0:00,3,2,9
123968,2014/12/15 0:00,6,2,3
125256,2015/3/23 0:00,7,2,5
125260,2015/3/23 0:00,7,2,5
123596,2014/11/17 0:00,2,5,3
123490,2014/11/17 0:00,2,3,3
119341,2014/1/18 0:00,9,4,8
119297,2014/1/18 0:00,9,17,8
119173,2013/12/15 0:00,18,9,8
122125,2014/6/20 0:00,3,2,9
122271,2014/6/20 0:00,5,2,9
125208,2015/3/23 0:00,7,7,5
120377,2014/3/18 0:00,7,3,9
120415,2014/3/18 0:00,7,57,9
120486,2014/4/16 0:00,9,3,9
119176,2013/12/15 0:00,18,9,8
119985,2014/1/18 0:00,3,5,8
122460,2014/6/20 0:00,3,38,9
122100,2014/6/20 0:00,3,4,9
120482,2014/4/16 0:00,9,3,9
120406,2014/3/18 0:00,7,4,9
119555,2014/1/18 0:00,5,6,8
123989,2014/12/15 0:00,6,1,3
123593,2014/11/17 0:00,2,6,3
125371,2015/4/22 0:00,9,1,5
125379,2015/4/22 0:00,9,1,5
120399,2014/3/18 0:00,7,4,9
125139,2015/1/31 0:00,3,3,3
120378,2014/3/18 0:00,7,4,9
120398,2014/3/18 0:00,7,3,9
123870,2014/11/27 0:00,9,2,3
119154,2013/12/15 0:00,18,12,8
120006,2014/1/18 0:00,3,3,8
125207,2015/3/23 0:00,7,7,5
124021,2015/1/12 0:00,18,12,3
125011,2015/1/31 0:00,3,4,3
119158,2013/12/15 0:00,18,12,8
119031,2013/12/15 0:00,18,11,8
119456,2014/1/18 0:00,5,3,8
123926,2014/12/15 0:00,6,6,3
119152,2013/12/15 0:00,18,12,8
119029,2013/12/15 0:00,18,11,8
119039,2013/12/15 0:00,18,9,8
120394,2014/3/18 0:00,7,6,9
120404,2014/3/18 0:00,7,2,9
125044,2015/1/31 0:00,3,1,3
123727,2014/11/17 0:00,2,5,3
124992,2015/1/31 0:00,3,6,3
125008,2015/1/31 0:00,3,4,3
125142,2015/1/31 0:00,3,3,3
125226,2015/3/23 0:00,7,5,5
125252,2015/3/23 0:00,7,2,5
119406,2014/1/18 0:00,5,17,8
119356,2014/1/18 0:00,9,2,8
125045,2015/1/31 0:00,3,1,3
125013,2015/1/31 0:00,3,4,3
124983,2015/1/31 0:00,3,8,3
125176,2015/1/31 0:00,3,6,3
125178,2015/1/31 0:00,3,6,3
119559,2014/1/18 0:00,5,6,8
120168,2014/1/18 0:00,3,1,8
123632,2014/11/17 0:00,2,2,3
123868,2014/11/27 0:00,9,2,3
119444,2014/1/18 0:00,5,4,8
120108,2014/1/18 0:00,3,6,8
118914,2013/12/15 0:00,18,9,8
119036,2013/12/15 0:00,18,9,8
125382,2015/4/22 0:00,9,1,5
125374,2015/4/22 0:00,9,1,5
123815,2014/11/27 0:00,9,8,3
123720,2014/11/17 0:00,2,6,3
125381,2015/4/22 0:00,9,1,5
123880,2014/11/27 0:00,9,1,3
123873,2014/11/27 0:00,9,1,3
119447,2014/1/18 0:00,5,4,8
119042,2013/12/15 0:00,18,9,8
123468,2014/11/17 0:00,2,5,3
120479,2014/4/16 0:00,9,4,9
119751,2014/1/18 0:00,5,3,8
123876,2014/11/27 0:00,9,1,3
120431,2014/4/16 0:00,9,57,9
124601,2015/1/31 0:00,5,6,3
123849,2014/11/27 0:00,9,3,3
125377,2015/4/22 0:00,9,1,5
125363,2015/4/22 0:00,9,2,5
119012,2013/12/15 0:00,18,12,8
119013,2013/12/15 0:00,18,12,8
124988,2015/1/31 0:00,3,6,3
124891,2015/1/31 0:00,3,2,3
125375,2015/4/22 0:00,9,1,5
118903,2013/12/15 0:00,18,9,8
118913,2013/12/15 0:00,18,9,8
123852,2014/11/27 0:00,9,3,3
123853,2014/11/27 0:00,9,3,3
123869,2014/11/27 0:00,9,2,3
124800,2015/1/31 0:00,3,17,3
119023,2013/12/15 0:00,18,11,8
118905,2013/12/15 0:00,18,9,8
119179,2013/12/15 0:00,18,9,8
123520,2014/11/17 0:00,2,1,3
123763,2014/11/17 0:00,2,2,3
123491,2014/11/17 0:00,2,3,3
120060,2014/1/18 0:00,3,17,8
120300,2014/1/18 0:00,3,3,8
124157,2015/1/12 0:00,18,12,3
124614,2015/1/31 0:00,5,5,3
123859,2014/11/27 0:00,9,3,3
123610,2014/11/17 0:00,2,4,3
119474,2014/1/18 0:00,5,2,8
119151,2013/12/15 0:00,18,12,8
125370,2015/4/22 0:00,9,2,5
124776,2015/1/31 0:00,5,1,3
120363,2014/3/18 0:00,7,3,9
124795,2015/1/31 0:00,3,17,3
123836,2014/11/27 0:00,9,5,3
119027,2013/12/15 0:00,18,11,8
120488,2014/4/16 0:00,9,3,9
124797,2015/1/31 0:00,3,17,3
119159,2013/12/15 0:00,18,12,8
119475,2014/1/18 0:00,5,2,8
124986,2015/1/31 0:00,3,7,3
124985,2015/1/31 0:00,3,7,3
125321,2015/4/22 0:00,9,6,5
123841,2014/11/27 0:00,9,4,3
124799,2015/1/31 0:00,3,17,3
125372,2015/4/22 0:00,9,1,5
119166,2013/12/15 0:00,18,11,8
119174,2013/12/15 0:00,18,9,8
125038,2015/1/31 0:00,3,1,3
123716,2014/11/17 0:00,2,6,3
123664,2014/11/17 0:00,2,17,3
125106,2015/1/31 0:00,3,6,3
125329,2015/4/22 0:00,9,5,5
120485,2014/4/16 0:00,9,3,9
119366,2014/1/18 0:00,9,2,8
120350,2014/3/18 0:00,7,4,9
120376,2014/3/18 0:00,7,2,9
123414,2014/11/17 0:00,2,17,3
125303,2015/4/22 0:00,9,57,5
125336,2015/4/22 0:00,9,5,5
124460,2015/1/31 0:00,5,5,3
124866,2015/1/31 0:00,3,5,3
124768,2015/1/31 0:00,5,2,3
119183,2013/12/15 0:00,18,9,8
119044,2013/12/15 0:00,18,9,8
119045,2013/12/15 0:00,18,9,8
118911,2013/12/15 0:00,18,9,8
123814,2014/11/27 0:00,9,8,3
123958,2014/12/15 0:00,6,3,3
124311,2015/1/12 0:00,18,11,3
118910,2013/12/15 0:00,18,9,8
119041,2013/12/15 0:00,18,9,8
125338,2015/4/22 0:00,9,4,5
124025,2015/1/12 0:00,18,12,3
124176,2015/1/12 0:00,18,9,3
124323,2015/1/12 0:00,18,9,3
124600,2015/1/31 0:00,5,6,3
124604,2015/1/31 0:00,5,6,3
125035,2015/1/31 0:00,3,2,3
124487,2015/1/31 0:00,5,3,3
125141,2015/1/31 0:00,3,3,3
124482,2015/1/31 0:00,5,3,3
124906,2015/1/31 0:00,3,1,3
124845,2015/1/31 0:00,3,7,3
125167,2015/1/31 0:00,3,1,3
124844,2015/1/31 0:00,3,7,3
124778,2015/1/31 0:00,5,1,3
125162,2015/1/31 0:00,3,1,3
124719,2015/1/31 0:00,5,7,3
124852,2015/1/31 0:00,3,7,3
123819,2014/11/27 0:00,9,6,3
123829,2014/11/27 0:00,9,5,3
123820,2014/11/27 0:00,9,6,3
123988,2014/12/15 0:00,6,1,3
124149,2015/1/12 0:00,18,12,3
124151,2015/1/12 0:00,18,12,3
124627,2015/1/31 0:00,5,3,3
125064,2015/1/31 0:00,3,17,3
124762,2015/1/31 0:00,5,2,3
124890,2015/1/31 0:00,3,2,3
124763,2015/1/31 0:00,5,2,3
124888,2015/1/31 0:00,3,2,3
124897,2015/1/31 0:00,3,1,3
124469,2015/1/31 0:00,5,4,3
124898,2015/1/31 0:00,3,1,3
124859,2015/1/31 0:00,3,5,3
124761,2015/1/31 0:00,5,3,3
125160,2015/1/31 0:00,3,1,3
125125,2015/1/31 0:00,3,4,3
124887,2015/1/31 0:00,3,2,3
125163,2015/1/31 0:00,3,1,3
124514,2015/1/31 0:00,5,1,3
124508,2015/1/31 0:00,5,1,3
125115,2015/1/31 0:00,3,5,3
124772,2015/1/31 0:00,5,1,3
125157,2015/1/31 0:00,3,2,3
124506,2015/1/31 0:00,5,1,3
124507,2015/1/31 0:00,5,1,3
124475,2015/1/31 0:00,5,4,3
124881,2015/1/31 0:00,3,3,3
125126,2015/1/31 0:00,3,4,3
124511,2015/1/31 0:00,5,1,3
124893,2015/1/31 0:00,3,2,3
124841,2015/1/31 0:00,3,8,3
123821,2014/11/27 0:00,9,6,3
123776,2014/11/27 0:00,9,17,3
123938,2014/12/15 0:00,6,5,3
123817,2014/11/27 0:00,9,7,3
123822,2014/11/27 0:00,9,6,3
123855,2014/11/27 0:00,9,3,3
123827,2014/11/27 0:00,9,6,3
123837,2014/11/27 0:00,9,5,3
123948,2014/12/15 0:00,6,4,3
124621,2015/1/31 0:00,5,4,3
123826,2014/11/27 0:00,9,6,3
124161,2015/1/12 0:00,18,11,3
124308,2015/1/12 0:00,18,11,3
123839,2014/11/27 0:00,9,4,3
123972,2014/12/15 0:00,6,2,3
124156,2015/1/12 0:00,18,12,3
123835,2014/11/27 0:00,9,5,3
123885,2014/12/15 0:00,6,17,3
123925,2014/12/15 0:00,6,7,3
124987,2015/1/31 0:00,3,6,3
123960,2014/12/15 0:00,6,3,3
123935,2014/12/15 0:00,6,6,3
123983,2014/12/15 0:00,6,1,3
123818,2014/11/27 0:00,9,6,3
123823,2014/11/27 0:00,9,6,3
123922,2014/12/15 0:00,6,8,3
124494,2015/1/31 0:00,5,2,3
124463,2015/1/31 0:00,5,5,3
145221,2018/10/23 0:00,22,,7
147075,2019/1/3 0:00,18,11,7
146660,2018/1/2 0:00,4,6,7
146661,2018/1/2 0:00,4,6,7
146968,2019/1/3 0:00,18,9,7
146668,2018/1/2 0:00,4,6,7
147078,2019/1/3 0:00,18,11,7
147087,2019/1/3 0:00,18,12,7
147089,2019/1/3 0:00,18,12,7
146561,2018/1/2 0:00,4,17,7
147086,2019/1/3 0:00,18,12,7
147094,2019/1/3 0:00,18,12,7
146672,2018/1/2 0:00,4,6,7
147090,2019/1/3 0:00,18,12,7
146563,2018/1/2 0:00,4,17,7
146749,2018/1/2 0:00,4,1,7
146519,2018/1/2 0:00,4,3,7
144974,2018/10/23 0:00,22,59,7
124991,2015/1/31 0:00,3,6,3
146525,2018/1/2 0:00,4,2,7
146526,2018/1/2 0:00,4,2,7
146547,2018/1/2 0:00,4,1,7
125189,2015/1/31 0:00,5,6,3
120341,2014/3/18 0:00,7,2,9
147076,2019/1/3 0:00,18,11,7
146657,2018/1/2 0:00,4,6,7
120396,2014/3/18 0:00,7,1,9
146673,2018/1/2 0:00,4,6,7
146736,2018/1/2 0:00,4,2,7
146737,2018/1/2 0:00,4,2,7
124503,2015/1/31 0:00,5,1,3
146899,2018/1/2 0:00,4,3,7
146622,2018/1/2 0:00,4,8,7
146694,2018/1/2 0:00,4,4,7
120354,2014/3/18 0:00,7,1,9
120416,2014/3/18 0:00,7,57,9
119040,2013/12/15 0:00,18,9,8
120371,2014/3/18 0:00,7,4,9
120411,2014/3/18 0:00,7,57,9
118909,2013/12/15 0:00,18,9,8
119034,2013/12/15 0:00,18,9,8
119155,2013/12/15 0:00,18,12,8
120408,2014/3/18 0:00,7,6,9
120461,2014/4/16 0:00,9,6,9
120383,2014/3/18 0:00,7,2,9
120419,2014/3/18 0:00,7,57,9
120478,2014/4/16 0:00,9,4,9
120477,2014/4/16 0:00,9,4,9
146516,2018/1/2 0:00,4,3,7
146628,2018/1/2 0:00,4,8,7
146717,2018/1/2 0:00,4,3,7
146859,2018/1/2 0:00,4,6,7
146639,2018/1/2 0:00,4,7,7
124773,2015/1/31 0:00,5,1,3
120110,2014/1/18 0:00,3,6,8
124512,2015/1/31 0:00,5,1,3
146626,2018/1/2 0:00,4,8,7
146527,2018/1/2 0:00,4,2,7
146858,2018/1/2 0:00,4,6,7
146531,2018/1/2 0:00,4,2,7
146867,2018/1/2 0:00,4,6,7
124317,2015/1/12 0:00,18,9,3
124863,2015/1/31 0:00,3,5,3
146913,2018/1/2 0:00,4,2,7
146710,2018/1/2 0:00,4,3,7
146911,2018/1/2 0:00,4,2,7
124874,2015/1/31 0:00,3,4,3
146706,2018/1/2 0:00,4,4,7
146670,2018/1/2 0:00,4,6,7
125164,2015/1/31 0:00,3,1,3
146636,2018/1/2 0:00,4,8,7
146671,2018/1/2 0:00,4,6,7
120397,2014/3/18 0:00,7,2,9
125105,2015/1/31 0:00,3,6,3
123512,2014/11/17 0:00,2,1,3
125109,2015/1/31 0:00,3,6,3
124465,2015/1/31 0:00,5,5,3
146910,2018/1/2 0:00,4,2,7
123730,2014/11/17 0:00,2,5,3
146696,2018/1/2 0:00,4,4,7
146930,2018/1/2 0:00,4,1,7
146732,2018/1/2 0:00,4,2,7
119558,2014/1/18 0:00,5,6,8
146697,2018/1/2 0:00,4,4,7
146548,2018/1/2 0:00,4,17,7
146916,2018/1/2 0:00,4,2,7
124760,2015/1/31 0:00,5,3,3
146680,2018/1/2 0:00,4,5,7
146549,2018/1/2 0:00,4,17,7
120412,2014/3/18 0:00,7,57,9
120336,2014/3/18 0:00,7,4,9
120362,2014/3/18 0:00,7,2,9
124675,2015/1/31 0:00,5,17,3
120421,2014/3/18 0:00,7,57,9
123580,2014/11/17 0:00,2,8,3
120375,2014/3/18 0:00,7,1,9
120355,2014/3/18 0:00,7,2,9
146624,2018/1/2 0:00,4,8,7
120115,2014/1/18 0:00,3,6,8
125153,2015/1/31 0:00,3,2,3
124504,2015/1/31 0:00,5,1,3
125127,2015/1/31 0:00,3,4,3
145845,2018/11/5 0:00,2,3,7
146669,2018/1/2 0:00,4,6,7
146560,2018/1/2 0:00,4,17,7
147092,2019/1/3 0:00,18,12,7
147618,2018/1/2 0:00,4,,7
147615,2018/1/2 0:00,4,,7
147612,2018/1/2 0:00,4,,7
147619,2018/1/2 0:00,4,,7
147617,2018/1/2 0:00,4,,7
147611,2018/1/2 0:00,4,,7
147613,2018/1/2 0:00,4,,7
147614,2018/1/2 0:00,4,,7
147616,2018/1/2 0:00,4,,7
147610,2018/1/2 0:00,4,,7
147594,2018/1/2 0:00,4,,7
147591,2018/1/2 0:00,4,,7
147586,2018/1/2 0:00,4,,7
147588,2018/1/2 0:00,4,,7
147589,2018/1/2 0:00,4,,7
147590,2018/1/2 0:00,4,,7
147593,2018/1/2 0:00,4,,7
147592,2018/1/2 0:00,4,,7
147126,2019/1/3 0:00,18,,7
147144,2019/1/3 0:00,18,,7
147146,2019/1/3 0:00,18,,7
147832,2019/1/22 0:00,3,,7
147833,2019/1/22 0:00,3,,7
145237,2018/10/23 0:00,22,7,7
145245,2018/10/23 0:00,22,7,7
145247,2018/10/23 0:00,22,7,7
145336,2018/10/23 0:00,22,2,7
145123,2018/10/23 0:00,22,2,7
146552,2018/1/2 0:00,4,17,7
147829,2019/1/22 0:00,3,,7
147821,2019/1/22 0:00,3,,7
147822,2019/1/22 0:00,3,,7
149384,2019/1/26 0:00,5,,7
149385,2019/1/26 0:00,5,,7
149386,2019/1/26 0:00,5,,7
145629,2018/11/5 0:00,2,5,7
145611,2018/11/5 0:00,2,6,7
145593,2018/11/5 0:00,2,7,7
146781,2018/1/2 0:00,4,17,7
147079,2019/1/3 0:00,18,11,7
146908,2018/1/2 0:00,4,2,7
146909,2018/1/2 0:00,4,2,7
147083,2019/1/3 0:00,18,11,7
147084,2019/1/3 0:00,18,11,7
147082,2019/1/3 0:00,18,11,7
146513,2018/1/2 0:00,4,3,7
146663,2018/1/2 0:00,4,6,7
146662,2018/1/2 0:00,4,6,7
147085,2019/1/3 0:00,18,12,7
146557,2018/1/2 0:00,4,17,7
147093,2019/1/3 0:00,18,12,7
147113,2019/1/3 0:00,18,12,7
147116,2019/1/3 0:00,18,12,7
147088,2019/1/3 0:00,18,12,7
146538,2018/1/2 0:00,4,1,7
147080,2019/1/3 0:00,18,11,7
147077,2019/1/3 0:00,18,11,7
147091,2019/1/3 0:00,18,12,7
147081,2019/1/3 0:00,18,11,7
146658,2018/1/2 0:00,4,6,7
146546,2018/1/2 0:00,4,1,7
146541,2018/1/2 0:00,4,1,7
146664,2018/1/2 0:00,4,6,7
146783,2018/1/2 0:00,4,17,7
146656,2018/1/2 0:00,4,6,7
146659,2018/1/2 0:00,4,6,7
146677,2018/1/2 0:00,4,5,7
146690,2018/1/2 0:00,4,5,7
146681,2018/1/2 0:00,4,5,7
146676,2018/1/2 0:00,4,5,7
146556,2018/1/2 0:00,4,17,7
146562,2018/1/2 0:00,4,17,7
146691,2018/1/2 0:00,4,5,7
146777,2018/1/2 0:00,4,17,7
146769,2018/1/2 0:00,4,59,7
146774,2018/1/2 0:00,4,59,7
146896,2018/1/2 0:00,4,3,7
146784,2018/1/2 0:00,4,17,7
146767,2018/1/2 0:00,4,59,7
146775,2018/1/2 0:00,4,59,7
146764,2018/1/2 0:00,4,59,7
146763,2018/1/2 0:00,4,1,7
146771,2018/1/2 0:00,4,59,7
146765,2018/1/2 0:00,4,59,7
146682,2018/1/2 0:00,4,5,7
146768,2018/1/2 0:00,4,59,7
146906,2018/1/2 0:00,4,3,7
146773,2018/1/2 0:00,4,59,7
146621,2018/1/2 0:00,4,8,7
146900,2018/1/2 0:00,4,3,7
146540,2018/1/2 0:00,4,1,7
146766,2018/1/2 0:00,4,59,7
146758,2018/1/2 0:00,4,1,7
146564,2018/1/2 0:00,4,17,7
146550,2018/1/2 0:00,4,17,7
146551,2018/1/2 0:00,4,17,7
146565,2018/1/2 0:00,4,17,7
146623,2018/1/2 0:00,4,8,7
146637,2018/1/2 0:00,4,8,7
125108,2015/1/31 0:00,3,6,3
147601,2018/1/2 0:00,4,,7
147604,2018/1/2 0:00,4,,7
147600,2018/1/2 0:00,4,,7
147606,2018/1/2 0:00,4,,7
147599,2018/1/2 0:00,4,,7
147602,2018/1/2 0:00,4,,7
147603,2018/1/2 0:00,4,,7
147607,2018/1/2 0:00,4,,7
147605,2018/1/2 0:00,4,,7
147598,2018/1/2 0:00,4,,7
147551,2018/1/2 0:00,4,,7
147545,2018/1/2 0:00,4,,7
147547,2018/1/2 0:00,4,,7
147546,2018/1/2 0:00,4,,7
147549,2018/1/2 0:00,4,,7
147552,2018/1/2 0:00,4,,7
147550,2018/1/2 0:00,4,,7
147548,2018/1/2 0:00,4,,7
147553,2018/1/2 0:00,4,,7
147554,2018/1/2 0:00,4,,7
149430,2019/1/26 0:00,5,,7
149439,2019/1/26 0:00,5,,7
149431,2019/1/26 0:00,5,,7
149438,2019/1/26 0:00,5,,7
149387,2019/1/26 0:00,5,,7
149380,2019/1/26 0:00,5,,7
149381,2019/1/26 0:00,5,,7
146917,2018/1/2 0:00,4,2,7
146704,2018/1/2 0:00,4,4,7
147820,2019/1/22 0:00,3,,7
146718,2018/1/2 0:00,4,3,7
146740,2018/1/2 0:00,4,2,7
147555,2018/1/2 0:00,4,,7
147556,2018/1/2 0:00,4,,7
147823,2019/1/22 0:00,3,,7
147834,2019/1/22 0:00,3,,7
147835,2019/1/22 0:00,3,,7
123462,2014/11/17 0:00,2,6,3
123772,2014/11/17 0:00,2,1,3
120382,2014/3/18 0:00,7,1,9
123611,2014/11/17 0:00,2,4,3
123614,2014/11/17 0:00,2,4,3
146554,2018/1/2 0:00,4,17,7
123824,2014/11/27 0:00,9,6,3
124749,2015/1/31 0:00,5,4,3
125001,2015/1/31 0:00,3,5,3
120418,2014/3/18 0:00,7,57,9
123746,2014/11/17 0:00,2,3,3
120358,2014/3/18 0:00,7,8,9
120348,2014/3/18 0:00,7,2,9
123719,2014/11/17 0:00,2,6,3
123747,2014/11/17 0:00,2,3,3
146895,2018/1/2 0:00,4,3,7
146760,2018/1/2 0:00,4,1,7
120417,2014/3/18 0:00,7,57,9
147663,2018/1/2 0:00,4,,7
147661,2018/1/2 0:00,4,,7
