考勤ID,考勤类型ID,学生ID,时间
119651,300200,12103,2014/3/31 10:06
119786,300100,11451,2014/4/2 6:35
119634,300200,12104,2014/3/31 10:06
119826,300100,12104,2014/4/2 6:37
119869,300100,11895,2014/4/2 6:41
126751,300100,12104,2014/6/12 6:29
127037,300100,12104,2014/6/13 6:40
127305,300100,12104,2014/6/19 6:44
120012,300200,12104,2014/4/2 10:08
122516,300100,12104,2014/4/17 6:42
141076,9900400,14157,2018/11/30 15:39
111919,300100,11895,2014/1/2 6:42
112066,300200,11454,2014/1/2 10:06
111927,300100,11454,2014/1/2 6:43
111991,300100,12104,2014/1/2 6:46
112333,300100,12104,2014/1/3 6:44
112336,300100,11451,2014/1/3 6:44
112339,300100,11895,2014/1/3 6:45
112312,300100,11454,2014/1/3 6:43
135802,9900500,13690,2018/5/3 8:34
135721,9900500,13857,2018/5/3 7:56
123623,300100,12283,2014/5/13 6:30
123855,300100,12283,2014/5/16 6:25
123856,300100,12283,2014/5/16 6:25
123883,300100,12272,2014/5/16 6:31
111831,300100,12283,2014/1/2 6:34
111832,300100,12283,2014/1/2 6:34
111837,300100,12272,2014/1/2 6:36
111875,300100,12368,2014/1/2 6:39
111876,300100,12368,2014/1/2 6:39
111872,300100,12368,2014/1/2 6:39
111873,300100,12368,2014/1/2 6:39
112113,300200,11534,2014/1/2 10:09
120668,300100,12291,2014/4/9 6:44
120669,300100,12291,2014/4/9 6:44
121111,100100,12032,2014/4/9 8:14
121065,300100,11712,2014/4/10 6:44
121731,100100,10968,2014/4/14 7:37
138469,9900400,14854,2018/9/5 6:51
138584,9900400,14836,2018/9/14 6:36
138589,9900400,14854,2018/9/14 6:40
138591,9900500,14836,2018/9/14 6:42
138637,9900400,15914,2018/9/16 9:55
138679,9900500,15914,2018/9/16 12:06
138690,9900500,15962,2018/9/16 12:59
138691,9900500,15962,2018/9/16 12:59
138731,9900400,14836,2018/9/18 6:51
138735,9900500,14836,2018/9/18 6:57
138656,9900400,15962,2018/9/16 10:09
121903,300200,11112,2014/4/14 10:00
114992,300100,11386,2014/3/3 6:36
115015,300100,12120,2014/3/3 6:37
115042,300100,11528,2014/3/3 6:39
125235,300100,12120,2014/5/28 6:49
125434,300100,12120,2014/5/29 6:46
120657,300100,12120,2014/4/9 6:43
121867,100100,11320,2014/4/14 7:37
138474,9900200,14778,2018/9/5 7:07
122290,300200,11542,2014/4/15 10:11
122291,300200,11544,2014/4/15 10:11
123198,300100,12120,2014/5/7 6:46
123376,300100,12120,2014/5/8 6:48
123533,300100,12120,2014/5/9 6:47
123537,200100,11219,2014/5/9 7:07
126073,300100,12120,2014/6/4 6:47
126297,300100,12120,2014/6/5 6:47
126441,300100,12120,2014/6/10 6:42
126597,300100,12120,2014/6/11 6:39
132556,9900300,13682,2017/10/17 15:07
132557,9900300,13709,2017/10/17 15:07
132855,9900100,12982,2017/12/6 11:36
135174,9900400,12991,2018/4/20 12:33
119476,300100,11386,2014/3/31 6:37
119526,300100,12120,2014/3/31 6:40
119714,100100,11238,2014/4/1 7:28
119708,100100,11320,2014/4/1 7:26
119709,100100,11320,2014/4/1 7:26
124557,100000,11238,2014/5/22 7:03
125007,300100,12120,2014/5/27 6:50
119868,300100,11386,2014/4/2 6:41
119876,300100,12120,2014/4/2 6:41
114547,300200,10940,2014/2/27 10:11
114578,300200,11114,2014/2/27 10:13
114579,300200,11114,2014/2/27 10:13
114621,300100,10953,2014/2/28 6:32
114637,300100,11962,2014/2/28 6:34
118821,100100,10961,2014/3/26 7:26
118822,100100,10961,2014/3/26 7:26
118985,100100,11038,2014/3/28 7:30
118986,100100,11038,2014/3/28 7:30
119243,300200,11962,2014/3/27 10:09
119044,300100,11535,2014/3/27 6:42
119095,300100,11962,2014/3/27 6:38
119111,300100,10953,2014/3/27 6:37
123797,300100,11535,2014/5/13 6:43
123743,300100,11660,2014/5/13 6:41
123899,300100,11962,2014/5/16 6:33
111867,300100,10953,2014/1/2 6:39
111943,300100,11535,2014/1/2 6:43
111871,300100,11962,2014/1/2 6:39
111976,300100,11660,2014/1/2 6:45
112094,300200,11962,2014/1/2 10:08
112122,300200,11410,2014/1/2 10:09
120546,300100,11962,2014/4/9 6:31
120654,300100,11660,2014/4/9 6:43
121046,300100,11535,2014/4/10 6:43
121113,200200,11909,2014/4/9 8:14
121069,300100,11660,2014/4/10 6:45
121738,100100,10961,2014/4/14 7:37
119802,300100,12289,2014/4/2 6:36
122177,300200,11953,2014/4/15 10:07
122187,300200,11492,2014/4/15 10:08
122191,300200,11483,2014/4/15 10:08
122454,300100,12289,2014/4/17 6:35
139392,9900400,14233,2018/10/8 12:41
124020,300100,12036,2014/5/16 6:45
123992,300100,11956,2014/5/16 6:43
123993,300100,11956,2014/5/16 6:43
125212,300100,12242,2014/5/28 6:47
125213,300100,12242,2014/5/28 6:47
125255,200100,12244,2014/5/27 7:30
126581,300100,11956,2014/6/11 6:37
126582,300100,11956,2014/6/11 6:37
126654,300100,12242,2014/6/11 6:44
126655,300100,12242,2014/6/11 6:44
126769,300100,11956,2014/6/12 6:31
126770,300100,11956,2014/6/12 6:31
126815,300100,12036,2014/6/12 6:38
127131,200100,12329,2014/6/12 7:20
119957,300200,11496,2014/4/2 10:06
119989,300200,12425,2014/4/2 10:07
120515,300200,12309,2014/4/8 10:12
120516,300200,12309,2014/4/8 10:12
111906,300100,11956,2014/1/2 6:42
111907,300100,11956,2014/1/2 6:42
111864,300100,12036,2014/1/2 6:39
119271,300200,11699,2014/3/27 10:09
119318,300200,12220,2014/3/27 10:07
119330,300200,12124,2014/3/27 10:06
119357,300200,11455,2014/3/27 10:04
133748,9900200,14124,2018/1/25 11:41
133749,9900200,14170,2018/1/25 11:41
133812,9900200,14042,2018/1/25 12:15
134282,9900200,13552,2018/1/27 11:30
132552,9900300,13924,2017/10/17 15:07
132626,9900100,14334,2017/11/13 7:29
124943,300100,12110,2014/5/27 6:45
124944,300100,12110,2014/5/27 6:45
124937,300100,12220,2014/5/27 6:45
125202,300100,12220,2014/5/28 6:47
125147,300100,12124,2014/5/28 6:41
125155,300100,12110,2014/5/28 6:42
125156,300100,12110,2014/5/28 6:42
120495,300200,11619,2014/4/8 10:10
119536,300100,12124,2014/3/31 6:41
119641,300200,12163,2014/3/31 10:06
119627,300200,12124,2014/3/31 10:05
119825,300100,12124,2014/4/2 6:37
119831,300100,12220,2014/4/2 6:38
126426,300100,12220,2014/6/10 6:41
126601,300100,12124,2014/6/11 6:39
126818,300100,12124,2014/6/12 6:39
120003,300200,12124,2014/4/2 10:08
139325,9900200,14100,2018/9/30 7:20
139377,9900400,14026,2018/10/8 6:52
140924,9900500,15643,2018/11/26 6:49
140947,9900400,15643,2018/11/27 6:24
114293,300100,12272,2014/2/27 6:43
122727,300100,11712,2014/4/24 6:44
122947,300000,12272,2014/5/5 12:01
123720,300100,12291,2014/5/13 6:40
123721,300100,12291,2014/5/13 6:40
122902,300100,11712,2014/5/4 6:45
123015,300000,12291,2014/5/5 12:11
123016,300000,12291,2014/5/5 12:11
123194,300100,11712,2014/5/7 6:45
133836,9900200,13634,2018/1/25 12:27
133887,9900200,13999,2018/1/25 12:56
133891,9900200,14005,2018/1/25 12:59
134105,9900300,13851,2018/1/26 10:48
134118,9900300,13558,2018/1/26 11:07
134127,9900100,13851,2018/1/26 11:18
134187,9900200,13851,2018/1/27 10:51
134141,9900100,13558,2018/1/26 11:34
122079,300100,11712,2014/4/15 6:42
122102,300100,12291,2014/4/15 6:43
122103,300100,12291,2014/4/15 6:43
122164,100100,10945,2014/4/15 7:37
122327,300200,11529,2014/4/15 10:13
122338,300200,11449,2014/4/15 10:05
122340,300200,11493,2014/4/15 10:05
122235,300200,12032,2014/4/15 10:09
122305,300200,11112,2014/4/15 10:12
122405,300100,12283,2014/4/17 6:25
122406,300100,12283,2014/4/17 6:25
122370,300200,12368,2014/4/15 10:00
122423,300100,12272,2014/4/17 6:29
123220,300100,12291,2014/5/7 6:48
123221,300100,12291,2014/5/7 6:48
123293,300100,12368,2014/5/8 6:36
123294,300100,12368,2014/5/8 6:36
123318,300100,11712,2014/5/8 6:42
123247,300100,12272,2014/5/8 6:29
123287,300100,12283,2014/5/8 6:35
123288,300100,12283,2014/5/8 6:35
123346,300100,12291,2014/5/8 6:44
123347,300100,12291,2014/5/8 6:44
123491,300100,12291,2014/5/9 6:43
123492,300100,12291,2014/5/9 6:43
123523,300100,12368,2014/5/9 6:46
123524,300100,12368,2014/5/9 6:46
123567,200100,10968,2014/5/9 7:23
123979,300100,12291,2014/5/16 6:43
123980,300100,12291,2014/5/16 6:43
116330,300200,11017,2014/3/13 10:09
116332,300200,11036,2014/3/13 10:09
116749,300200,11036,2014/3/14 10:11
116752,300200,11449,2014/3/14 10:11
117647,200100,12033,2014/3/19 7:11
127619,100100,11831,2014/11/14 7:29
127652,100100,11465,2014/11/25 7:34
127660,100100,11451,2014/12/1 7:29
127706,200100,11465,2014/12/11 7:30
114787,300100,11493,2014/2/28 6:43
114975,300100,12283,2014/3/3 6:34
138470,9900400,14860,2018/9/5 6:52
138494,9900400,14860,2018/9/6 6:49
138496,9900400,14713,2018/9/6 6:49
138710,9900100,14876,2018/9/17 7:54
138508,9900200,14812,2018/9/6 7:37
138518,9900100,14812,2018/9/3 7:35
138613,9900500,14860,2018/9/14 7:25
121901,300200,11114,2014/4/14 10:00
114305,300100,11660,2014/2/27 6:43
114347,300100,11535,2014/2/27 6:45
122892,300100,11660,2014/5/4 6:43
122882,300100,11535,2014/5/4 6:42
123776,300100,11962,2014/5/13 6:42
123001,300000,11660,2014/5/5 12:11
123049,300100,11535,2014/5/6 6:46
123036,300100,11962,2014/5/6 6:43
133860,9900200,14387,2018/1/25 12:38
133880,9900200,13718,2018/1/25 12:51
134002,9900200,14441,2018/1/25 17:41
134074,9900300,14447,2018/1/25 18:27
134154,9900300,13487,2018/1/27 10:16
122120,300100,11660,2014/4/15 6:44
122107,300100,11535,2014/4/15 6:43
122356,300200,11114,2014/4/15 10:05
122258,300200,11935,2014/4/15 10:10
122259,300200,11935,2014/4/15 10:10
122260,300200,11935,2014/4/15 10:10
122261,300200,11935,2014/4/15 10:10
122262,300200,11935,2014/4/15 10:10
123202,300100,11535,2014/5/7 6:46
123278,300100,11962,2014/5/8 6:34
123471,300100,11962,2014/5/9 6:41
123509,300100,11535,2014/5/9 6:46
123365,300100,11535,2014/5/8 6:47
119867,300100,12134,2014/4/2 6:41
120030,300200,12134,2014/4/2 10:09
122247,300200,11889,2014/4/15 10:10
122279,300200,11416,2014/4/15 10:11
122309,300200,11844,2014/4/15 10:12
122381,100100,11824,2014/4/16 7:37
122386,300100,12137,2014/4/17 6:13
122483,300100,11910,2014/4/17 6:37
122499,300100,12134,2014/4/17 6:40
122417,300100,12141,2014/4/17 6:28
122475,300100,11825,2014/4/17 6:36
122476,300100,11825,2014/4/17 6:36
139354,9900400,14245,2018/10/7 9:20
139542,9900400,14183,2018/10/11 11:53
139364,9900400,14560,2018/10/8 6:33
139448,9900500,14560,2018/10/11 6:35
140945,9900500,14253,2018/11/26 16:49
140974,9900100,14183,2018/11/27 7:41
140985,9900400,14253,2018/11/27 16:46
140987,9900500,14253,2018/11/27 17:01
120034,300200,11890,2014/4/2 10:09
120045,300200,11889,2014/4/2 10:09
120542,300100,12232,2014/4/9 6:30
120543,300100,12232,2014/4/9 6:30
120569,300100,12141,2014/4/9 6:35
123669,300100,11910,2014/5/13 6:35
123848,300100,11825,2014/5/16 6:25
123849,300100,11825,2014/5/16 6:25
111830,300100,11910,2014/1/2 6:34
111915,300100,12141,2014/1/2 6:42
111956,300100,12045,2014/1/2 6:44
111959,300100,12134,2014/1/2 6:44
111882,300100,11416,2014/1/2 6:40
111918,300100,12137,2014/1/2 6:42
111985,300100,12232,2014/1/2 6:46
135216,9900400,14245,2018/4/20 16:51
135399,9900500,14200,2018/4/24 17:33
135452,9900400,14176,2018/4/25 14:49
135612,9900400,14245,2018/4/27 16:44
135677,9900200,14253,2018/5/3 6:59
112147,300200,12141,2014/1/2 10:10
112153,300200,12137,2014/1/2 10:10
112183,300200,11889,2014/1/2 10:11
112212,300100,12141,2014/1/3 6:34
112295,300100,11416,2014/1/3 6:42
112304,300100,12134,2014/1/3 6:42
112334,300100,12137,2014/1/3 6:44
112215,300100,12045,2014/1/3 6:35
112310,300100,11910,2014/1/3 6:43
112472,300200,11825,2014/1/3 10:07
112473,300200,11825,2014/1/3 10:07
130493,9900100,13927,2016/10/24 7:29
136642,9900400,14245,2018/5/18 16:01
136566,9900400,14176,2018/5/17 14:49
131137,9900200,14310,2017/3/17 7:25
131138,9900100,13927,2017/3/17 7:31
131157,9900100,14310,2017/3/23 7:30
129253,9900100,12139,2015/11/16 7:27
129535,9900200,13597,2015/12/24 7:12
137071,9900400,14245,2018/5/25 16:45
137910,9900400,14479,2018/6/14 6:28
137956,9900400,14457,2018/6/15 15:45
137960,9900400,14508,2018/6/15 15:47
123551,200100,10961,2014/5/9 7:26
123552,200100,10961,2014/5/9 7:26
123553,200100,10961,2014/5/9 7:26
123577,200100,10961,2014/5/7 7:23
123995,300100,11535,2014/5/16 6:44
116156,300100,11535,2014/3/11 6:42
116179,300100,11660,2014/3/11 6:43
116329,300200,10932,2014/3/13 10:09
117312,100100,10961,2014/3/18 7:28
117313,100100,10961,2014/3/18 7:28
117314,100100,10961,2014/3/18 7:28
117651,200100,10865,2014/3/20 7:18
117652,200100,10865,2014/3/20 7:18
117717,300100,10953,2014/3/21 6:37
127529,100000,12831,2014/10/15 7:14
114833,300100,11535,2014/2/28 6:46
114981,300100,10953,2014/3/3 6:34
115072,300100,11962,2014/3/3 6:40
141006,9900500,14026,2018/11/28 7:02
141022,9900400,15643,2018/11/29 6:23
141063,9900500,15643,2018/11/30 6:39
141024,9900500,15643,2018/11/29 6:30
141062,9900400,15643,2018/11/30 6:32
140949,9900500,15643,2018/11/27 6:31
141003,9900400,14026,2018/11/28 6:53
140921,9900400,15643,2018/11/26 6:37
111970,300100,12220,2014/1/2 6:44
111895,300100,11626,2014/1/2 6:41
111897,300100,12110,2014/1/2 6:41
111898,300100,12110,2014/1/2 6:41
112105,300200,12126,2014/1/2 10:09
112115,300200,12163,2014/1/2 10:09
112179,300200,11611,2014/1/2 10:11
133624,9900300,14107,2018/1/25 7:46
114721,300100,12072,2014/2/28 6:40
114722,300100,12072,2014/2/28 6:40
114806,300100,12064,2014/2/28 6:45
114944,300100,12140,2014/3/3 6:24
125410,300100,12072,2014/5/29 6:44
125411,300100,12072,2014/5/29 6:44
120660,300100,12064,2014/4/9 6:43
121040,300100,12064,2014/4/10 6:43
138806,9900100,14241,2018/9/20 7:36
122090,300100,12064,2014/4/15 6:42
122398,300100,12140,2014/4/17 6:22
123313,300100,12072,2014/5/8 6:41
123314,300100,12072,2014/5/8 6:41
123498,300100,12072,2014/5/9 6:43
123499,300100,12072,2014/5/9 6:43
123943,300100,12072,2014/5/16 6:39
123944,300100,12072,2014/5/16 6:39
125625,300100,12072,2014/5/30 6:44
125626,300100,12072,2014/5/30 6:44
125822,300100,12072,2014/6/3 6:43
125823,300100,12072,2014/6/3 6:43
126010,300100,12072,2014/6/4 6:42
126011,300100,12072,2014/6/4 6:42
124530,200200,11135,2014/5/20 8:09
124536,100100,11042,2014/5/20 8:09
124935,300100,11779,2014/5/27 6:45
125171,300100,11731,2014/5/28 6:43
125174,300100,11779,2014/5/28 6:43
126448,300100,11779,2014/6/10 6:43
126449,300100,11731,2014/6/10 6:43
126644,300100,11779,2014/6/11 6:43
126645,300100,11731,2014/6/11 6:43
126846,300100,11731,2014/6/12 6:41
126858,300100,11779,2014/6/12 6:43
127044,300100,11731,2014/6/13 6:41
127045,300100,11779,2014/6/13 6:41
119631,300200,11983,2014/3/31 10:06
119845,300100,11731,2014/4/2 6:39
119973,300200,11983,2014/4/2 10:06
119911,300100,11779,2014/4/2 6:44
135449,9900400,13496,2018/4/25 12:57
135459,9900500,12725,2018/4/25 18:11
112284,300100,12063,2014/1/3 6:42
132603,9900100,13531,2017/10/30 7:28
135086,9900400,14229,2018/4/19 6:19
135088,9900500,14229,2018/4/19 6:24
114569,300200,11023,2014/2/27 10:12
114595,300100,12011,2014/2/28 6:24
114650,300100,11444,2014/2/28 6:36
119186,300200,11031,2014/3/27 10:11
119187,300200,11034,2014/3/27 10:11
119426,300100,11444,2014/3/31 6:30
119435,300100,12011,2014/3/31 6:31
119083,300100,12011,2014/3/27 6:39
119113,300100,12204,2014/3/27 6:37
119150,300100,11444,2014/3/27 6:33
123630,300100,11947,2014/5/13 6:31
123631,300100,11947,2014/5/13 6:31
123639,300100,11444,2014/5/13 6:33
123851,300100,11947,2014/5/16 6:25
123852,300100,11947,2014/5/16 6:25
123885,300100,11444,2014/5/16 6:31
111827,300100,11444,2014/1/2 6:33
111816,300100,12011,2014/1/2 6:29
111977,300100,11947,2014/1/2 6:45
111978,300100,11947,2014/1/2 6:45
120562,300100,12011,2014/4/9 6:33
120478,300200,11023,2014/4/8 10:10
138541,9900400,14688,2018/9/10 20:22
114449,300200,11958,2014/2/27 10:04
122940,300000,11947,2014/5/5 11:57
122941,300000,11947,2014/5/5 11:57
122956,300000,11444,2014/5/5 12:05
123024,300100,12011,2014/5/6 6:42
134007,9900200,13533,2018/1/25 17:43
134028,9900200,13550,2018/1/25 18:01
134160,9900200,13550,2018/1/27 10:24
134086,9900300,13595,2018/1/26 10:32
122225,300200,11957,2014/4/15 10:09
122284,300200,11034,2014/4/15 10:11
122255,300200,12192,2014/4/15 10:10
122427,300100,11444,2014/4/17 6:30
122418,300100,11947,2014/4/17 6:28
122419,300100,11947,2014/4/17 6:28
123268,300100,11444,2014/5/8 6:32
123250,300100,11947,2014/5/8 6:30
123251,300100,11947,2014/5/8 6:30
123764,300100,12011,2014/5/13 6:42
123905,300100,12011,2014/5/16 6:33
116241,300200,11958,2014/3/11 10:04
116333,300200,11034,2014/3/13 10:09
116742,300200,11023,2014/3/14 10:11
116750,300200,11034,2014/3/14 10:11
117685,300100,12011,2014/3/21 6:31
127601,100100,11818,2014/11/12 7:28
127524,100100,11838,2014/10/14 7:37
127535,100100,11818,2014/10/15 7:30
127557,100100,11448,2014/10/21 7:27
127685,200100,11818,2014/12/9 7:29
114906,200100,11958,2014/3/5 7:08
122984,300000,12284,2014/5/5 12:08
122905,300100,11389,2014/5/4 6:45
122955,300000,11401,2014/5/5 12:05
123171,300100,12284,2014/5/7 6:43
134071,9900300,14006,2018/1/25 18:25
122086,300100,12002,2014/4/15 6:42
122201,300200,12284,2014/4/15 10:09
122275,300200,11669,2014/4/15 10:11
122296,300200,10929,2014/4/15 10:11
122369,300200,12261,2014/4/15 10:00
122426,300100,11401,2014/4/17 6:30
122371,300200,12001,2014/4/15 10:00
122500,300100,12284,2014/4/17 6:40
122411,300100,12261,2014/4/17 6:26
122412,300100,12261,2014/4/17 6:26
123289,300100,11389,2014/5/8 6:36
123298,300100,12284,2014/5/8 6:37
123248,300100,12261,2014/5/8 6:29
123249,300100,12261,2014/5/8 6:29
123269,300100,11401,2014/5/8 6:33
123762,300100,12002,2014/5/13 6:42
123932,300100,12284,2014/5/16 6:37
123886,300100,11401,2014/5/16 6:32
123967,300100,11389,2014/5/16 6:42
116242,300200,12284,2014/3/11 10:04
116111,300100,12284,2014/3/11 6:40
116251,100100,10946,2014/3/12 7:28
117699,300100,11138,2014/3/21 6:34
127614,100100,11842,2014/11/14 7:25
127647,200100,11830,2014/11/25 7:28
127675,100100,12734,2014/12/8 7:27
115010,300100,11401,2014/3/3 6:37
115069,300100,12001,2014/3/3 6:40
125463,100100,11681,2014/5/29 7:37
125595,300100,12002,2014/5/30 6:41
126511,300100,12261,2014/6/11 6:29
126512,300100,12261,2014/6/11 6:29
126567,300100,11401,2014/6/11 6:36
124044,300100,12002,2014/5/16 6:47
125024,100100,11681,2014/5/26 7:29
125159,300100,12002,2014/5/28 6:42
125164,300100,11389,2014/5/28 6:42
132655,9900300,13780,2017/11/15 14:39
132655,9900300,13964,2017/11/15 14:39
132658,9900300,13997,2017/11/15 14:39
135319,9900100,13934,2018/4/20 7:25
119468,300100,12002,2014/3/31 6:36
120528,300100,12001,2014/4/9 6:23
119447,300100,12284,2014/3/31 6:33
119594,300200,12160,2014/3/31 10:03
119598,300200,12001,2014/3/31 10:03
119759,300100,11401,2014/4/2 6:30
119611,300200,12002,2014/3/31 10:05
119827,300100,12284,2014/4/2 6:38
119737,300100,12001,2014/4/2 6:25
139619,9900400,15925,2018/10/14 9:55
139621,9900400,15921,2018/10/14 9:55
139625,9900400,15905,2018/10/14 10:01
139626,9900400,15910,2018/10/14 10:01
139646,9900400,15945,2018/10/14 10:12
139647,9900400,15949,2018/10/14 10:12
139649,9900400,15958,2018/10/14 10:14
139652,9900400,15906,2018/10/14 10:15
140889,9900500,15925,2018/11/25 11:28
140902,9900400,15906,2018/11/25 12:07
140903,9900500,15945,2018/11/25 12:13
140904,9900500,15958,2018/11/25 12:13
140908,9900500,15910,2018/11/25 12:20
140914,9900500,15906,2018/11/25 13:07
140688,9900500,15910,2018/11/17 14:00
140690,9900500,15906,2018/11/17 14:00
140832,9900400,15925,2018/11/25 7:38
140834,9900500,15925,2018/11/25 7:48
126417,300100,12002,2014/6/10 6:40
126717,300100,12261,2014/6/12 6:20
126718,300100,12261,2014/6/12 6:20
126542,300100,12002,2014/6/11 6:34
126577,300100,12284,2014/6/11 6:37
126792,300100,12002,2014/6/12 6:34
126768,300100,12284,2014/6/12 6:31
126852,300100,11389,2014/6/12 6:42
126795,300100,11401,2014/6/12 6:34
127355,100100,11847,2014/9/10 7:26
127364,100100,11847,2014/9/9 7:27
127385,200100,11847,2014/9/3 7:21
127386,200100,11842,2014/9/3 7:21
119966,300200,12160,2014/4/2 10:06
120013,300200,12002,2014/4/2 10:08
120571,300100,12284,2014/4/9 6:35
135450,9900400,13618,2018/4/25 13:09
135574,9900400,14394,2018/4/27 11:57
135590,9900500,14400,2018/4/27 12:57
135594,9900400,14006,2018/4/27 13:20
135576,9900400,14400,2018/4/27 11:57
135805,9900500,13618,2018/5/3 8:35
140846,9900400,15949,2018/11/25 9:27
141081,9900400,15949,2018/12/1 17:29
140827,9900500,15921,2018/11/24 18:04
140828,9900500,15925,2018/11/24 18:04
140878,9900400,15925,2018/11/25 10:53
141113,9900400,15905,2018/12/2 10:14
141114,9900400,15910,2018/12/2 10:14
141118,9900400,15945,2018/12/2 10:45
141120,9900400,15925,2018/12/2 10:48
141131,9900500,15925,2018/12/2 11:24
140866,9900400,15910,2018/11/25 10:18
140867,9900400,15905,2018/11/25 10:18
140869,9900400,15958,2018/11/25 10:19
140870,9900400,15945,2018/11/25 10:19
141139,9900500,15910,2018/12/2 11:48
141141,9900500,15905,2018/12/2 11:49
141148,9900500,15945,2018/12/2 12:00
140906,9900500,15949,2018/11/25 12:17
140982,9900400,14765,2018/11/27 16:28
115019,300100,11444,2014/3/3 6:37
125618,300100,12011,2014/5/30 6:44
126522,300100,12011,2014/6/11 6:31
126562,300100,11947,2014/6/11 6:35
126563,300100,11947,2014/6/11 6:35
124559,100000,10950,2014/5/22 7:03
124950,300100,12011,2014/5/27 6:46
134092,9900300,13854,2018/1/26 10:35
132561,9900300,13697,2017/10/17 15:08
135213,9900400,13533,2018/4/20 16:25
135171,9900400,13871,2018/4/20 11:10
135175,9900500,13871,2018/4/20 12:34
135317,9900200,14403,2018/4/17 7:25
135339,9900500,13871,2018/4/23 12:29
135337,9900400,13871,2018/4/23 11:08
135445,9900400,13871,2018/4/25 11:09
120452,300200,12204,2014/4/8 10:08
119755,300100,11444,2014/4/2 6:30
119661,300200,11034,2014/3/31 10:07
119850,300100,12011,2014/4/2 6:40
119956,300200,12204,2014/4/2 10:06
139624,9900400,15913,2018/10/14 10:01
126568,300100,11444,2014/6/11 6:36
126716,300100,12011,2014/6/12 6:20
126785,300100,11947,2014/6/12 6:33
126786,300100,11947,2014/6/12 6:33
126789,300100,11444,2014/6/12 6:34
127354,100100,11462,2014/9/10 7:30
127395,200100,11381,2014/9/3 7:11
120541,300100,11444,2014/4/9 6:30
119994,300200,11926,2014/4/2 10:07
119995,300200,12216,2014/4/2 10:07
119996,300200,12216,2014/4/2 10:07
135500,9900400,13871,2018/4/26 11:04
135422,9900500,14218,2018/4/24 18:15
135447,9900500,13871,2018/4/25 12:33
135508,9900500,13871,2018/4/26 12:31
135560,9900400,13871,2018/4/27 11:08
135619,9900500,13871,2018/4/28 12:18
135617,9900400,13871,2018/4/28 11:06
135586,9900500,13871,2018/4/27 12:46
135811,9900500,13715,2018/5/3 8:37
135834,9900500,13571,2018/5/3 8:47
135911,9900400,13871,2018/5/7 11:09
141057,9900400,14763,2018/11/29 18:50
141110,9900400,15913,2018/12/2 10:13
141136,9900500,15913,2018/12/2 11:48
112057,300200,12204,2014/1/2 10:05
112089,300200,11034,2014/1/2 10:07
112323,300100,11947,2014/1/3 6:44
112324,300100,11947,2014/1/3 6:44
112225,300100,11444,2014/1/3 6:37
112301,300100,12011,2014/1/3 6:42
127485,100100,12540,2014/10/8 7:28
128205,100000,11448,2015/3/30 7:24
128273,200100,11473,2015/3/30 7:30
128288,100100,11448,2015/4/3 7:30
141085,9900500,15949,2018/12/1 18:32
112065,300200,12261,2014/1/2 10:06
112087,300200,10946,2014/1/2 10:07
112117,300200,11401,2014/1/2 10:09
112240,300100,11138,2014/1/3 6:39
112285,300100,12001,2014/1/3 6:42
112296,300100,11401,2014/1/3 6:42
112207,300100,12261,2014/1/3 6:33
112289,300100,12284,2014/1/3 6:42
112390,300100,12002,2014/1/3 6:47
112485,300200,12002,2014/1/3 10:08
112488,300200,11669,2014/1/3 10:08
112464,300200,10946,2014/1/3 10:07
127470,200100,12734,2014/9/30 7:19
127417,100100,11472,2014/9/17 7:26
127496,200100,12231,2014/10/11 7:07
128219,100100,11842,2015/3/31 7:25
128245,100100,11472,2015/4/3 7:30
139551,9900400,14251,2018/10/11 12:45
139329,9900200,14053,2018/9/30 7:24
139462,9900400,14252,2018/10/11 6:57
140956,9900400,14252,2018/11/27 6:48
140971,9900100,14106,2018/11/27 7:28
119955,300200,11408,2014/4/2 10:05
120431,300200,12129,2014/4/8 10:07
120026,300200,12083,2014/4/2 10:09
120587,300100,12101,2014/4/9 6:36
120588,300100,12101,2014/4/9 6:36
123850,300100,11399,2014/5/16 6:25
123811,300100,12230,2014/5/13 6:43
111901,300100,11858,2014/1/2 6:42
111885,300100,11406,2014/1/2 6:40
111932,300100,12254,2014/1/2 6:43
111936,300100,12230,2014/1/2 6:43
112032,100100,11830,2014/1/2 7:28
111853,300100,12101,2014/1/2 6:38
112119,300200,11891,2014/1/2 10:09
112120,300200,11891,2014/1/2 10:09
112128,300200,12230,2014/1/2 10:10
135464,9900500,14346,2018/4/25 18:14
112166,300200,12129,2014/1/2 10:11
112167,300200,12083,2014/1/2 10:11
112185,300200,11880,2014/1/2 10:11
112294,300100,11406,2014/1/3 6:42
112298,300100,12083,2014/1/3 6:42
112204,300100,12230,2014/1/3 6:32
112269,300100,12101,2014/1/3 6:41
112341,300100,12254,2014/1/3 6:45
130454,9900200,13631,2016/10/8 7:21
130537,9900200,14064,2016/10/28 7:44
131194,9900100,13692,2017/4/19 7:28
129298,9900200,13804,2015/11/27 7:16
129369,9900200,13660,2015/12/9 7:02
129449,9900200,12154,2015/12/18 7:14
129481,200100,12189,2015/12/18 7:37
137144,9900500,14856,2018/5/29 6:40
137227,9900400,14856,2018/5/30 6:37
137087,9900400,14498,2018/5/28 6:32
125393,300100,11535,2014/5/29 6:42
125462,200100,11909,2014/5/29 7:37
125671,200100,11729,2014/5/30 7:37
125629,300100,11962,2014/5/30 6:44
